northings_y,latitude,eastings_x,longitude,kelp_fraction,area
4348380,39.2819895,430440,-123.8065155,0.46448,418.032
4348380,39.2819919,430470,-123.8061677,0.36131,325.17900000000003
4348350,39.2817192,430440,-123.8065124,0.30995,278.955
4347870,39.2774064,430590,-123.8047239,0.29485,265.365
4347810,39.2768658,430590,-123.8047178,0.27347,246.123
4347810,39.2768682,430620,-123.80437,0.28317,254.85299999999998
4347780,39.2765955,430590,-123.8047147,0.2957,266.13
4347780,39.2765979,430620,-123.8043669,0.51897,467.07300000000004
4347780,39.2766003,430650,-123.8040191,0.35106,315.954
4347750,39.2763252,430590,-123.8047116,0.2877,258.93
4347750,39.2763276,430620,-123.8043638,0.49583,446.247
4347750,39.27633,430650,-123.804016,0.29053,261.47700000000003
4347720,39.2760573,430620,-123.8043607,0.36457,328.113
4347420,39.2734188,431430,-123.7949402,0.94667,852.003
4347420,39.2734212,431460,-123.7945925,0.4905,441.45
4347390,39.2731485,431430,-123.7949372,0.55912,503.20799999999997
4347390,39.2731509,431460,-123.7945894,0.35731,321.579
4347330,39.2726245,431640,-123.7924968,0.2584,232.56000000000003
4347330,39.2726292,431700,-123.7918012,0.31435,282.915
4347330,39.2726316,431730,-123.7914535,0.63309,569.7810000000001
4347300,39.2723589,431700,-123.7917982,0.29094,261.846
4347300,39.2723613,431730,-123.7914504,0.78724,708.5160000000001
4347300,39.2723636,431760,-123.7911027,0.43459,391.131
4347270,39.272091,431730,-123.7914474,0.69552,625.9680000000001
4347270,39.2720933,431760,-123.7910996,0.63427,570.843
4347240,39.2718207,431730,-123.7914444,0.36427,327.84299999999996
4347240,39.271823,431760,-123.7910966,0.64544,580.896
4347210,39.2715504,431730,-123.7914413,0.32221,289.989
4347210,39.2715527,431760,-123.7910936,0.70409,633.681
4347180,39.2712801,431730,-123.7914383,0.44967,404.70300000000003
4347180,39.2712824,431760,-123.7910905,0.81306,731.754
4347150,39.2710098,431730,-123.7914352,0.3177,285.93
4347150,39.2710121,431760,-123.7910875,0.67231,605.079
4347120,39.2707418,431760,-123.7910844,0.80334,723.0060000000001
4347090,39.2704715,431760,-123.7910814,0.3477,312.93
4347000,39.2696606,431760,-123.7910723,0.42792,385.12800000000004
4346790,39.2677638,431700,-123.7917465,0.82156,739.404
4346670,39.2666825,431700,-123.7917343,0.98587,887.283
4346640,39.2663767,431250,-123.7969472,0.75242,677.178
4346610,39.2660968,431130,-123.798335,0.50228,452.05199999999996
4346580,39.2658361,431250,-123.7969411,0.74722,672.498
4346550,39.2655586,431160,-123.7979812,0.47625,428.625
4346520,39.2652883,431160,-123.7979781,0.42618,383.562
4346520,39.2652907,431190,-123.7976304,0.39261,353.349
4346490,39.2650228,431220,-123.7972796,0.41137,370.233
4346460,39.2647525,431220,-123.7972765,0.31088,279.792
4346460,39.2647549,431250,-123.7969288,0.37059,333.53099999999995
4346400,39.2642214,431340,-123.7958795,0.39875,358.875
4346370,39.2639511,431340,-123.7958765,0.29116,262.044
4346280,39.2631426,431370,-123.7955196,0.45822,412.398
4346250,39.2628722,431370,-123.7955166,0.71893,647.0369999999999
4346250,39.2628746,431400,-123.7951688,0.30681,276.129
4346220,39.2626019,431370,-123.7955135,0.69286,623.5740000000001
4346220,39.2626043,431400,-123.7951658,0.31177,280.593
4345980,39.260468,431730,-123.7913167,0.38957,350.613
4341030,39.2160075,433530,-123.769967,0.70496,634.464
4340850,39.2143765,433410,-123.7713392,0.83844,754.596
4338390,39.1922525,433950,-123.7648442,0.55014,495.126
4338360,39.1919822,433950,-123.7648413,0.62101,558.909
4338270,39.1911781,434040,-123.7637904,0.53364,480.276
4338240,39.1909055,434010,-123.7641348,0.37562,338.058
4338240,39.1909078,434040,-123.7637875,0.44738,402.642
4338240,39.1909101,434070,-123.7634401,0.90804,817.236
4337670,39.185806,434490,-123.7585219,0.9945,895.0500000000001
4337640,39.1855334,434460,-123.7588663,0.61392,552.528
4337610,39.1852654,434490,-123.7585161,0.60299,542.691
4337040,39.1801498,434760,-123.7553351,0.36682,330.138
4337010,39.1798795,434760,-123.7553323,0.4053,364.77
4337010,39.1798818,434790,-123.754985,0.50817,457.353
4336320,39.1736894,435120,-123.7510984,0.49105,441.945
4336290,39.173419,435120,-123.7510956,0.43344,390.096
4332270,39.1373644,437400,-123.7243312,0.63608,572.472
4331580,39.1311515,437460,-123.7235734,0.69212,622.908
4331580,39.1311537,437490,-123.7232264,0.99691,897.2189999999999
4331310,39.1287423,437790,-123.7197309,0.47759,429.831
4331280,39.1284742,437820,-123.7193811,0.36608,329.47200000000004
4330830,39.1244152,437760,-123.7200339,0.34074,306.666
4330830,39.1244173,437790,-123.7196869,0.45831,412.479
4330830,39.1244195,437820,-123.7193399,0.28295,254.65499999999997
4330800,39.124147,437790,-123.7196841,0.82616,743.544
4330800,39.1241491,437820,-123.7193371,0.38581,347.229
4330770,39.1238745,437760,-123.7200284,0.33024,297.216
4330770,39.1238767,437790,-123.7196814,0.59212,532.908
4330770,39.1238788,437820,-123.7193344,0.53029,477.261
4330740,39.1236042,437760,-123.7200257,0.40169,361.521
4330740,39.1236064,437790,-123.7196786,0.53692,483.22799999999995
4330740,39.1236085,437820,-123.7193316,0.48778,439.002
4330710,39.1233339,437760,-123.7200229,0.33369,300.32099999999997
4330710,39.1233361,437790,-123.7196759,0.63965,575.6850000000001
4330710,39.1233382,437820,-123.7193289,0.34312,308.808
4330680,39.1230657,437790,-123.7196731,0.39769,357.921
4330650,39.1227954,437790,-123.7196704,0.77107,693.9630000000001
4329990,39.116872,438120,-123.7157929,0.45554,409.986
4329960,39.1166017,438120,-123.7157902,0.36039,324.351
4329930,39.1163293,438090,-123.7161344,0.30243,272.18699999999995
4329900,39.116059,438090,-123.7161317,0.27653,248.877
4328340,39.1020344,438540,-123.7107856,0.49938,449.442
4328340,39.1020366,438570,-123.7104387,0.8201,738.09
4328340,39.1020387,438600,-123.7100917,0.51599,464.39099999999996
4328310,39.1017641,438540,-123.7107829,0.52659,473.931
4328310,39.1017662,438570,-123.7104359,0.73501,661.509
4327950,39.0985203,438540,-123.7107503,0.51063,459.567
4327770,39.0968985,438540,-123.710734,0.48676,438.084
4327740,39.096626,438510,-123.7110782,0.3716,334.44
4327740,39.0966281,438540,-123.7107313,0.57326,515.934
4327710,39.0963578,438540,-123.7107286,0.33602,302.418
4327530,39.0947041,438090,-123.7159156,0.36594,329.346
4327530,39.0947062,438120,-123.7155688,0.43213,388.91700000000003
4327500,39.0944338,438090,-123.7159129,0.34023,306.207
4327500,39.0944359,438120,-123.715566,0.45959,413.631
4326750,39.0877246,438780,-123.7078669,0.47142,424.278
4309770,38.9345984,437010,-123.7267637,0.67967,611.703
4307310,38.9125257,438330,-123.7113136,0.28683,258.147
4307280,38.9122533,438300,-123.7116569,0.348,313.2
4307280,38.9122554,438330,-123.7113109,0.66689,600.201
4306920,38.9090325,438630,-123.7078187,0.6285,565.65
4305630,38.897419,438780,-123.7059737,0.3665,329.84999999999997
4305600,38.8971487,438780,-123.705971,0.33381,300.429
4305240,38.8939236,439050,-123.7028257,0.45402,408.618
4305210,38.8936533,439050,-123.702823,0.34907,314.163
4305210,38.8936636,439200,-123.7010935,0.45303,407.727
4305180,38.8933933,439200,-123.7010908,0.60435,543.9150000000001
4305180,38.8933954,439230,-123.7007449,0.57012,513.108
4305150,38.8931251,439230,-123.7007422,0.44217,397.95300000000003
4305150,38.8931272,439260,-123.7003963,0.57621,518.589
4305150,38.8931292,439290,-123.7000504,0.52854,475.68600000000004
4305150,38.8931313,439320,-123.6997045,0.53361,480.249
4305150,38.8931334,439350,-123.6993586,0.39812,358.308
4305120,38.892863,439350,-123.6993559,0.36664,329.976
4305120,38.8928651,439380,-123.69901,0.47412,426.70799999999997
4305090,38.8925948,439380,-123.6990074,0.46314,416.826
4305090,38.8925969,439410,-123.6986615,0.40951,368.55899999999997
4305060,38.8923265,439410,-123.6986588,0.38206,343.854
4305030,38.8920583,439440,-123.6983103,0.42428,381.852
4302690,38.8711646,442290,-123.6652527,0.31895,287.055
4301310,38.8587764,443010,-123.656839,0.51626,464.63400000000007
4301280,38.8585022,442950,-123.657528,0.82359,741.231
4301250,38.8582319,442950,-123.6575255,0.73964,665.6759999999999
4301250,38.8582397,443070,-123.6561425,0.50026,450.23400000000004
4301220,38.8579616,442950,-123.657523,0.47345,426.10499999999996
4300920,38.8552544,442890,-123.6581896,0.61533,553.797
4300920,38.8552583,442950,-123.6574981,0.40627,365.64300000000003
4300890,38.8549918,443010,-123.6568042,0.73608,662.472
4300890,38.8549938,443040,-123.6564585,0.60191,541.7189999999999
4300890,38.8549957,443070,-123.6561127,0.42059,378.531
4300860,38.8547254,443070,-123.6561103,0.41744,375.69599999999997
4300650,38.8527822,442290,-123.6650815,0.36955,332.59499999999997
4300650,38.8527842,442320,-123.6647357,0.34104,306.93600000000004
4300650,38.8528038,442620,-123.6612786,0.40152,361.368
4300620,38.8525139,442320,-123.6647332,0.46485,418.365
4300620,38.8525158,442350,-123.6643875,0.49761,447.849
4300620,38.8525335,442620,-123.6612761,0.36963,332.66700000000003
4300620,38.8525355,442650,-123.6609304,0.32102,288.918
4300590,38.8522278,442080,-123.6674964,0.39428,354.85200000000003
4300590,38.8522376,442230,-123.6657678,0.47157,424.413
4300590,38.8522396,442260,-123.6654221,0.49546,445.914
4300590,38.8522455,442350,-123.664385,0.50398,453.582
4300590,38.8522475,442380,-123.6640393,0.65315,587.835
4300590,38.8522494,442410,-123.6636936,0.39468,355.212
4300590,38.8522632,442620,-123.6612736,0.36665,329.98499999999996
4300590,38.8522651,442650,-123.6609279,0.35031,315.279
4300560,38.8519574,442080,-123.6674939,0.38971,350.739
4300560,38.8519594,442110,-123.6671482,0.39119,352.07099999999997
4300560,38.8519693,442260,-123.6654196,0.73484,661.356
4300560,38.8519713,442290,-123.6650739,0.70979,638.811
4300560,38.8519732,442320,-123.6647282,0.40847,367.623
4300560,38.8519752,442350,-123.6643825,0.57234,515.106
4300560,38.8519772,442380,-123.6640368,0.6063,545.67
4300560,38.8519791,442410,-123.6636911,0.31896,287.064
4300560,38.8519889,442560,-123.6619625,0.38776,348.984
4300560,38.8519968,442680,-123.6605797,0.39136,352.224
4300530,38.8517009,442290,-123.6650714,0.66005,594.0450000000001
4300530,38.8517029,442320,-123.6647257,0.56745,510.705
4300470,38.8511897,442740,-123.6598807,0.40394,363.546
4300410,38.8506275,442410,-123.6636785,0.41797,376.173
4300380,38.8503611,442470,-123.6629846,0.32323,290.90700000000004
4300350,38.8500927,442500,-123.6626364,0.37897,341.073
4300350,38.8500947,442530,-123.6622907,0.61056,549.504
4300350,38.8500966,442560,-123.661945,0.92058,828.5219999999999
4300350,38.8500986,442590,-123.6615993,0.43081,387.72900000000004
4300320,38.8498243,442530,-123.6622882,0.32783,295.047
4300320,38.8498263,442560,-123.6619425,0.67744,609.696
4300320,38.8498282,442590,-123.6615968,0.6901,621.09
4300290,38.849554,442530,-123.6622857,0.31648,284.832
4300290,38.8495579,442590,-123.6615943,0.65044,585.3960000000001
4300290,38.8495599,442620,-123.6612486,0.50983,458.847
4300260,38.8492876,442590,-123.6615918,0.38776,348.984
4300260,38.8492895,442620,-123.6612461,0.57341,516.069
4300260,38.8492915,442650,-123.6609004,0.62471,562.239
4300260,38.8492935,442680,-123.6605547,0.40055,360.495
4300230,38.8490192,442620,-123.6612436,0.3205,288.45
4300230,38.8490212,442650,-123.6608979,0.54607,491.463
4300230,38.8490231,442680,-123.6605522,0.56869,511.821
4300200,38.8487508,442650,-123.6608954,0.45716,411.444
4300200,38.8487528,442680,-123.6605497,0.66461,598.149
4300200,38.8487548,442710,-123.660204,0.4532,407.88
4300170,38.8484825,442680,-123.6605472,0.50328,452.95199999999994
4300170,38.8484844,442710,-123.6602015,0.61721,555.489
4300140,38.8482121,442680,-123.6605447,0.40229,362.061
4300140,38.8482141,442710,-123.660199,0.50118,451.06199999999995
4300140,38.848216,442740,-123.6598533,0.56495,508.455
4300140,38.848218,442770,-123.6595076,0.39244,353.196
4300110,38.8479438,442710,-123.6601965,0.36988,332.892
4300110,38.8479457,442740,-123.6598508,0.46241,416.169
4300110,38.8479477,442770,-123.6595051,0.51524,463.716
4300110,38.8479496,442800,-123.6591594,0.3637,327.33000000000004
4300080,38.8476793,442800,-123.6591569,0.41682,375.13800000000003
4300080,38.8476832,442860,-123.6584655,0.39289,353.601
4300050,38.8474129,442860,-123.658463,0.32174,289.56600000000003
4295790,38.8093313,447780,-123.6014465,0.84679,762.111
4294920,38.8015462,448710,-123.590671,0.51191,460.719
4294890,38.8012759,448710,-123.5906687,0.42555,382.995
4294890,38.8012776,448740,-123.5903233,0.55756,501.804
4294890,38.8012794,448770,-123.5899778,0.53448,481.032
4294890,38.8012811,448800,-123.5896323,0.55784,502.056
4294860,38.8010073,448740,-123.590321,0.58681,528.129
4294860,38.8010091,448770,-123.5899756,0.90085,810.765
4294860,38.8010108,448800,-123.5896301,0.75684,681.156
4294860,38.8010125,448830,-123.5892846,0.3774,339.66
4294830,38.8007387,448770,-123.5899733,0.5462,491.58000000000004
4294830,38.8007405,448800,-123.5896279,0.38668,348.012
4294830,38.8007422,448830,-123.5892824,0.3444,309.96
4294500,38.7978374,450030,-123.5754397,0.57185,514.665
4293870,38.7922025,450780,-123.5667584,0.34275,308.475
4293720,38.7908592,450930,-123.5650206,0.37757,339.813
4293690,38.7905855,450870,-123.5657093,0.38975,350.775
4293690,38.7905872,450900,-123.5653639,0.76567,689.103
4293690,38.7905889,450930,-123.5650184,0.59829,538.461
4293630,38.7900482,450930,-123.5650142,0.42651,383.859
4291500,38.7709765,453180,-123.5389632,0.48287,434.583
4291500,38.7709781,453210,-123.5386179,0.4664,419.76
4291500,38.7709797,453240,-123.5382726,0.28845,259.60499999999996
4291440,38.7704358,453180,-123.5389592,0.3994,359.46
4291260,38.7688138,453180,-123.538947,0.41391,372.519
4291230,38.7685435,453180,-123.5389449,0.63956,575.604
4287330,38.7335901,456930,-123.4955372,0.36563,329.067
4287030,38.7308954,457110,-123.4934477,0.338,304.20000000000005
4287030,38.7308968,457140,-123.4931026,0.33893,305.03700000000003
4286880,38.7295524,457290,-123.4913676,0.35461,319.149
4286850,38.7292835,457320,-123.4910207,0.29971,269.739
4285290,38.7153424,459810,-123.4622843,0.87239,785.151
4284990,38.7126484,460020,-123.4598515,0.35362,318.258
4282740,38.6924559,461910,-123.4379896,0.28842,259.57800000000003
4279590,38.6641609,464100,-123.4126448,0.46361,417.249
4279470,38.6630844,464220,-123.4112593,0.43127,388.143
4279350,38.6619896,463890,-123.415046,0.38304,344.736
4277910,38.6490633,465150,-123.4004917,0.47401,426.609
4272000,38.5959672,469590,-123.3492104,0.57592,518.328
4264320,38.5269707,476700,-123.2673078,0.75187,676.683
4262610,38.5116112,478740,-123.2438523,0.40096,360.864
4262520,38.510803,478860,-123.2424732,0.3306,297.54
4262490,38.5105327,478860,-123.2424723,0.73519,661.671
4261680,38.5032552,479820,-123.2314379,0.78734,708.606
